arquivo,doc_id,frase_id,frase,substantivos/nomes_próprios,entidades_nomeadas
noticias_a-assinatura-de-testemunhas-e-mesmo-necessaria-em-um-contrato_1946553817.txt,3,13,DA PERSONALIDADE JURÍDICA,"['personalidade', 'jurídica']",[]
noticias_a-assinatura-de-testemunhas-e-mesmo-necessaria-em-um-contrato_1946553817.txt,3,14,.,[],[]
noticias_a-assinatura-de-testemunhas-e-mesmo-necessaria-em-um-contrato_1946553817.txt,3,15,POSSIBILIDADE.,['possibilidade'],['POSSIBILIDADE']
noticias_a-assinatura-de-testemunhas-e-mesmo-necessaria-em-um-contrato_1946553817.txt,3,16,"O artigo 28, do CDC, traz como pressuposto para a desconsideração da personalidade jurídica tão somente a caracterização da insolvência ou o descumprimento de obrigação, decorrente de transação ou de decisão judicial.","['artigo', 'cdc', 'pressuposto', 'desconsideração', 'personalidade', 'caracterização', 'insolvência', 'descumprimento', 'obrigação', 'transação', 'decisão']",['CDC']
noticias_a-assinatura-de-testemunhas-e-mesmo-necessaria-em-um-contrato_1946553817.txt,3,17,"Dessa forma, o desvio da execução faz-se necessário e respeita não só o preceito legal antes citado, mas também o que estabelecem os artigos 133 a 137, do CPC, aplicados ao processo do trabalho, no particular, por força do artigo 855-A, da CLT.","['desvio', 'execução', 'preceito', 'artigo', 'cpc', 'processo', 'trabalho', 'força', 'artigo', 'clt']","['CPC', 'CLT']"
noticias_a-assinatura-de-testemunhas-e-mesmo-necessaria-em-um-contrato_1946553817.txt,3,18,"Na hipótese, a mora do devedor, caracterizada pelo …","['hipótese', 'mora', 'devedor']",[]
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,1,URL: https://www.jusbrasil.com.br/noticias/a-clausula-moral-nos-contratos/493765163 Título: A Cláusula moral nos contratos Data:,"['url', 'https://www.jusbrasil.com.br/noticias/a-clausula-moral-nos-contratos/493765163', 'título', 'cláusula', 'contrato', 'data']",['Data:']
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,2,Data não encontrada Autor:,"['data', 'autor']",['Autor:']
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,3,Autor não encontrado --- CONTEÚDO --- Por José Roberto Trautwein.,"['autor', 'josé', 'roberto', 'trautwein']","['CONTEÚDO', 'José Roberto Trautwein']"
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,4,A cláusula moral é a que permite ao contratante rescindir contrato firmado com pessoa pública que tenha praticado ato que venha a macular sua imagem.,"['cláusula', 'contratante', 'contrato', 'pessoa', 'ato', 'imagem']",[]
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,5,"Um dos casos recentes é o do atleta norte-americano Ryan Lotche, que teve contratos publicitários rescindidos após incidente ocorrido durante as Olimpíadas do Rio de Janeiro em 2016.","['caso', 'atleta', 'ryan', 'lotche', 'contrato', 'incidente', 'olimpíadas', 'rio', 'janeiro']","['Ryan Lotche', 'Olimpíadas do Rio de Janeiro']"
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,6,O site globo.com noticiou que um de seus patrocinadores ainda decidiu doar aproximadamente cinquenta mil dólares americanos para organização que atua na proteção de crianças no Brasil.,"['site', 'patrocinador', 'dólar', 'organização', 'proteção', 'criança', 'brasil']","['globo.com', 'Brasil']"
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,7,"Também foi transcrito o relato do comentarista Darren Rovell, da ESPN americana, que estimou que o nadador teve perdas de um milhão de dólares americanos.","['relato', 'comentarista', 'darren', 'rovell', 'espn', 'nadador', 'perda', 'dólar']","['Darren Rovell', 'ESPN']"
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,8,"Contudo, indaga-se se aludida cláusula pode ser firmada em contratos realizados no direito brasileiro.","['cláusula', 'contrato', 'direito']",[]
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,9,As Professoras ANA PAULA PARRA LEITE e ZILDA MARA CONSALTER sustentam a possibilidade da inserção da cláusula moral nos contratos;,"['professoras', 'ana', 'paula', 'parra', 'leite', 'zilda', 'mara', 'consalter', 'possibilidade', 'inserção', 'cláusula', 'contrato']","['Professoras ANA', 'PARRA LEITE', 'ZILDA', 'CONSALTER']"
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,10,"porém, ressaltam a necessidade de serem estabelecidos os atos que poderiam acarretar sua incidência, bem como as consequências da infração, a fim de se evitar divergências, ante a existência de discussões sobre o que caracteriza ofensa à moral.","['necessidade', 'ato', 'incidência', 'consequência', 'infração', 'divergência', 'existência', 'discussão', 'ofensa', 'moral']",[]
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,11,"Pontuam, ainda, pela incidência da cláusula moral nos contratos mesmo nas hipóteses em que ela não tenha sido expressamente pactuada, já que “o que mantém os contratos nos seus estritos termos é a existência de um equilíbrio entre prestação e contraprestação”.","['pontuam', 'incidência', 'cláusula', 'contrato', 'hipótese', 'contrato', 'termo', 'existência', 'equilíbrio', 'prestação', 'contraprestação']",['Pontuam']
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,12,"A questão ainda deve ser analisada sob o enfoque da boa-fé objetiva (art. 422 do CC), que contempla um dever de colaboração e de cooperação para que o outro tenha seu interesse atingido no contrato.","['enfoque', 'objetiva', 'art.', 'cc', 'dever', 'colaboração', 'cooperação', 'interesse', 'contrato']",['CC']
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,13,"Ao Poder Judiciário, portanto, incumbirá efetuar a análise do caso concreto para determinar se teria ou não ocorrido a violação da cláusula moral e da boa-fé objetiva.","['judiciário', 'análise', 'caso', 'violação', 'cláusula', 'objetivo']",['Poder Judiciário']
noticias_a-clausula-moral-nos-contratos_493765163.txt,4,14,Fonte: Artigo publicado na Edição 37 do Boletim Impresso do Escritório do Professor Renê Dotti.,"['fonte', 'artigo', 'edição', 'boletim', 'impresso', 'escritório', 'professor', 'renê', 'dotti']",['Edição 37 do Boletim Impresso do Escritório do Professor Renê Dotti']
noticias_a-extincao-do-contrato_351085497.txt,5,1,URL: https://www.jusbrasil.com.br/noticias/a-extincao-do-contrato/351085497,"['url', 'https://www.jusbrasil.com.br/noticias/a-extincao-do-contrato/351085497']",[]
noticias_a-extincao-do-contrato_351085497.txt,5,2,Título:,['título'],[]
noticias_a-extincao-do-contrato_351085497.txt,5,3,A extinção do contrato Data: Data não encontrada Autor:,"['extinção', 'contrato', 'data', 'data', 'autor']","['Data: Data', 'Autor:']"
noticias_a-extincao-do-contrato_351085497.txt,5,4,Autor não encontrado --- CONTEÚDO ---,['autor'],['CONTEÚDO']
noticias_a-extincao-do-contrato_351085497.txt,5,5,"Diante da falta de cumprimento da obrigações avençadas em um contrato entre as partes, se faz importante salientar que no direito civil é plenamente possível a denunciação do contrato no caso em em que não existe previsão de ""encerramento do contrato"", vejamos: Código Civil Brasileiro Art. 474.","['cumprimento', 'obrigação', 'contrato', 'parte', 'direito', 'denunciação', 'contrato', 'caso', 'previsão', 'encerramento', 'contrato', 'código', 'civil', 'brasileiro', 'art.', '474']",['Código Civil Brasileiro']
noticias_a-extincao-do-contrato_351085497.txt,5,6,A cláusula resolutiva expressa opera de pleno direito;,"['cláusula', 'direito']",[]
noticias_a-extincao-do-contrato_351085497.txt,5,7,a tácita depende de interpelação judicial.,"['tácita', 'interpelação']",[]
noticias_a-extincao-do-contrato_351085497.txt,5,8,Art. 475.,['art.'],[]
noticias_a-extincao-do-contrato_351085497.txt,5,9,"A parte lesada pelo inadimplemento pode pedir a resolução do contrato, se não preferir exigir-lhe o cumprimento, cabendo, em qualquer dos casos, indenização por perdas e danos.","['inadimplemento', 'resolução', 'contrato', 'cumprimento', 'caso', 'indenização', 'perda', 'dano']",[]
noticias_a-extincao-do-contrato_351085497.txt,5,10,"Conforme dispõe o Código Civil, no caso de não existir a cláusula de resolução no contrato, pode a parte lesada pedir por meio de seu advogado a extinção do mesmo inclusive pleiteando indenização por perdas e danos.","['código', 'civil', 'caso', 'cláusula', 'resolução', 'contrato', 'advogado', 'extinção', 'indenização', 'perda', 'dano']",['Código Civil']
noticias_a-extincao-do-contrato_351085497.txt,5,11,"A doutrina e a Jurisprudência trilham o mesmo caminho, assim menciona-se decisão neste sentido do Egrégio Tribunal de Justiça do Estado de São Paulo","['doutrina', 'jurisprudência', 'decisão', 'sentido', 'egrégio', 'tribunal', 'justiça', 'paulo']","['Jurisprudência', 'Egrégio Tribunal de Justiça do Estado de São Paulo']"
noticias_a-extincao-do-contrato_351085497.txt,5,12,": RESCISÃO CONTRATUAL - Permuta de imóveis (gleba de terras x 50% de imóvel situado em São José dos Campos) -Descumprimento pelo réu das cláusulas contratuais - Desfazimento do negócio -Medida que se impõe - Sentença de procedência - Rescisão do contrato, reintegração da posse e incidência de multa contratual - Insurgência do réu - Inviabilidade -","['rescisão', 'contratual', 'permuta', 'imóvel', 'terra', 'imóvel', 'josé', 'campos', '-descumprimento', 'réu', 'cláusula', 'desfazimento', 'negócio', '-medida', 'sentença', 'procedência', 'rescisão', 'contrato', 'reintegração', 'posse', 'incidência', 'multa', 'insurgência', 'réu', 'inviabilidade']","['RESCISÃO CONTRATUAL - Permuta', 'São José dos Campos', 'Desfazimento']"
noticias_a-extincao-do-contrato_351085497.txt,5,13,"Rejeição das preliminares de carência de ação (vigência de cláusula resolutiva tácita), de nulidade da r. Sentença por julgamento antecipado da lide e de julgamento extra-petita- Omissão do réu comprovada no cumprimento de sua obrigação - Má-fé caracterizada -Ressarcimento apenas das benfeitorias necessárias realizadas no imóvel -","['rejeição', 'preliminar', 'carência', 'ação', 'vigência', 'cláusula', 'tácita', 'nulidade', 'r.', 'sentença', 'julgamento', 'lide', 'julgamento', 'extra-petita-', 'omissão', 'réu', 'cumprimento', 'obrigação', 'má-fé', '-ressarcimento', 'benfeitoria', 'imóvel']","['r. Sentença', 'Omissão do réu', 'Má-fé']"
noticias_a-extincao-do-contrato_351085497.txt,5,14,Direito de retenção inexistente - Sentença mantida -Recurso desprovido.,"['direito', 'retenção', 'sentença', '-recurso']",['Sentença']
noticias_a-extincao-do-contrato_351085497.txt,5,15,"(TJ-SP - APL: 1054973320058260000 SP 0105497-33.2005.8.26.0000, Relator: J. L. Mônaco da Silva, Data de Julgamento: 16/02/2011, 5ª Câmara de Direito Privado, Data de Publicação: 01/03/2011) (grifos nossos)","['tj-sp', 'apl', 'sp', 'relator', 'j.', 'l.', 'mônaco', 'silva', 'data', 'julgamento', 'câmara', 'direito', 'privado', 'data', 'publicação', 'grifo']","['TJ-SP', 'SP', 'Relator', 'J. L. Mônaco da Silva', 'Data de Julgamento', '5ª Câmara de Direito Privado', 'Data de Publicação']"
noticias_a-extincao-do-contrato_351085497.txt,5,16,No mesmo sentido cita-se entendimento do Superior tribunal de justiça:,"['sentido', 'entendimento', 'superior', 'tribunal', 'justiça']",['Superior']
noticias_a-extincao-do-contrato_351085497.txt,5,17,DIREITO CIVIL.,"['direito', 'civil']",['CIVIL']
noticias_a-extincao-do-contrato_351085497.txt,5,18,COMPROMISSO DE COMPRA,"['compromisso', 'compra']",[]
noticias_a-extincao-do-contrato_351085497.txt,5,19,E VENDA.,['venda'],['VENDA']
noticias_a-extincao-do-contrato_351085497.txt,5,20,MORA DO PROMITENTE VENDEDOR.,"['mora', 'promitente', 'vendedor']","['MORA DO', 'PROMITENTE VENDEDOR']"
noticias_a-extincao-do-contrato_351085497.txt,5,21,INAPLICABILIDADE DO ART.,"['inaplicabilidade', 'art']",['INAPLICABILIDADE DO ART']
noticias_a-extincao-do-contrato_351085497.txt,5,22,1º DO DECRETO-LEI 745/69.,['decreto-lei'],['DO DECRETO-LEI']
noticias_a-extincao-do-contrato_351085497.txt,5,23,INTERPRETAÇÃO EXTENSIVA.,['interpretação'],[]
noticias_a-extincao-do-contrato_351085497.txt,5,24,IMPOSSIBILIDADE.,['impossibilidade'],['IMPOSSIBILIDADE']
noticias_a-extincao-do-contrato_351085497.txt,5,25,CLÁUSULA RESOLUTIVA TÁCITA.,"['cláusula', 'resolutiva', 'tácita']",['RESOLUTIVA TÁCITA']
noticias_a-extincao-do-contrato_351085497.txt,5,26,CONTRATOS BILATERAIS.,['contratos'],['CONTRATOS BILATERAIS']
noticias_a-extincao-do-contrato_351085497.txt,5,27,PRESENÇA.,['presença'],['PRESENÇA']
noticias_a-extincao-do-contrato_351085497.txt,5,28,"CÓDIGO CIVIL, ARTS.","['código', 'civil', 'arts']","['CÓDIGO CIVIL', 'ARTS']"
noticias_a-extincao-do-contrato_351085497.txt,5,29,"1.092, PARÁGRAFO ÚNICO, E 119, PARÁGRAFO ÚNICO.","['parágrafo', 'parágrafo']","['ÚNICO', 'ÚNICO']"
noticias_a-extincao-do-contrato_351085497.txt,5,30,EXIGÊNCIA DE INTERPELAÇÃO PRÉVIA.,"['exigência', 'interpelação', 'prévia']",['INTERPELAÇÃO PRÉVIA']
noticias_a-extincao-do-contrato_351085497.txt,5,31,CARACTERIZAÇÃO DA MORA.,"['caracterização', 'mora']",['MORA']
noticias_a-extincao-do-contrato_351085497.txt,5,32,NÃO CONFIGURAÇÃO DE PRAZO CERTO.,"['configuração', 'prazo', 'certo']",['CONFIGURAÇÃO DE PRAZO']
noticias_a-extincao-do-contrato_351085497.txt,5,33,MORA EX PERSONA.,"['mora', 'ex', 'persona']","['MORA EX', 'PERSONA']"
noticias_a-extincao-do-contrato_351085497.txt,5,34,CASO CONCRETO.,[],[]
